Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Faroe Islands,FRO,GDP (current US$),0.0,0.0,0.0,1107882641.0,1120280382.0,1058702725.0,1147654635.0,1262669892.0,1494011567.0,1688237552.0,1727792693.0,1984445416.0,2290133549.0,2432415998.0,2268387771.0,2320424601.0,2490807831.0,2366301252.0,2627049837.0,2850743875.0,2518096286.0,2689157271.0,0.0
"Micronesia, Fed. Sts.",FSM,GDP (current US$),221575348.0,218534683.2,206626303.6,218873091.4,220140471.8,233271799.5,240970949.0,242517241.2,245432897.2,240236020.6,250281881.2,253541864.2,256787150.9,263145104.6,280284568.1,296944122.0,311301557.1,327248654.8,317214350.1,319271156.4,316489947.5,332265162.5,366666808.6
Gabon,GAB,GDP (current US$),4958845906.0,5694040337.0,5326816859.0,4483417120.0,4662992036.0,5067865321.0,5018874179.0,5310381151.0,6497305662.0,7756293575.0,9578973591.0,10318424464.0,12438956756.0,15508574820.0,12065138273.0,14358584300.0,18186478120.0,17171447372.0,17590745162.0,18179752010.0,14377324798.0,14014369642.0,14892609693.0
United Kingdom,GBR,GDP (current US$),1341580000000.0,1415360000000.0,1559080000000.0,1650170000000.0,1682400000000.0,1657820000000.0,1640250000000.0,1784470000000.0,2053020000000.0,2416930000000.0,2538680000000.0,2713750000000.0,3100880000000.0,2922670000000.0,2410910000000.0,2475240000000.0,2659310000000.0,2704890000000.0,2786020000000.0,3063800000000.0,2928590000000.0,2694280000000.0,2666230000000.0
Georgia,GEO,GDP (current US$),2693731866.0,3094935187.0,3510520231.0,3613498175.0,2800026339.0,3057475289.0,3219488664.0,3395728014.0,3991284895.0,5125365192.0,6410823633.0,7745394293.0,10172882371.0,12795076469.0,10766836277.0,12243505583.0,15107441447.0,16488403076.0,17189491403.0,17627060089.0,14953950557.0,15141758567.0,16242956764.0
Ghana,GHA,GDP (current US$),6465137615.0,6934984709.0,6891308594.0,7480968858.0,7719354839.0,4983024408.0,5314909954.0,6166330136.0,7632406553.0,8881368538.0,10731634117.0,20409668522.0,24758819718.0,28526891010.0,25977847814.0,32174772956.0,39566292433.0,41939728979.0,63277216929.0,53601126664.0,49181854798.0,55009730600.0,58996776238.0
Gibraltar,GIB,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,GIN,GDP (current US$),3693753379.0,3869032271.0,3783788551.0,3588376057.0,3461282294.0,2995360969.0,2833442750.0,2949637039.0,3446442219.0,3666349049.0,2937071767.0,4220019243.0,6281917656.0,6964179194.0,6716904569.0,6853467858.0,6785137173.0,7638045254.0,8376613843.0,8778473615.0,8794202444.0,8603833218.0,10324668267.0
"Gambia, The",GMB,GDP (current US$),785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254.0,1054113427.0,1279704745.0,1561763437.0,1450140386.0,1543292393.0,1409694554.0,1415006238.0,1375608956.0,1229460602.0,1378176868.0,1467255923.0,1504954958.0
Guinea-Bissau,GNB,GDP (current US$),253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482.0,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,849050127.5,1098379392.0,989327811.8,1045790133.0,1053512334.0,1047808175.0,1178204501.0,1346841897.0
Equatorial Guinea,GNQ,GDP (current US$),141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496.0,1461139022.0,1806742742.0,2484745935.0,4410764339.0,8217369093.0,10086528699.0,13071718759.0,19749893536.0,15027795173.0,16298542028.0,21329395901.0,22389626329.0,21942597765.0,21736500713.0,13180195435.0,11233177619.0,12289913729.0
Greece,GRC,GDP (current US$),136878000000.0,145862000000.0,143158000000.0,144428000000.0,142541000000.0,130134000000.0,136191000000.0,153831000000.0,201924000000.0,240521000000.0,247783000000.0,273318000000.0,318498000000.0,354461000000.0,330000000000.0,299362000000.0,287798000000.0,245671000000.0,239862000000.0,237030000000.0,196591000000.0,195222000000.0,203086000000.0
Grenada,GRD,GDP (current US$),342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825976037.0,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222.0,1126882296.0
Greenland,GRL,GDP (current US$),1208946166.0,1197509787.0,1072147778.0,1149862703.0,1131561595.0,1068030830.0,1086172923.0,1169138789.0,1558753434.0,1822486689.0,1849805733.0,2013099482.0,2249811709.0,2499107511.0,2529948330.0,2503156061.0,2684467376.0,2609667674.0,2684952727.0,2842048998.0,2499115623.0,2707146783.0,0.0
Guatemala,GTM,GDP (current US$),14655404433.0,15674835615.0,17790026222.0,19395491993.0,18318412251.0,19288827159.0,18702802522.0,20776403774.0,21917430694.0,23965275794.0,27211377107.0,30231249625.0,34113107372.0,39136436614.0,37733609795.0,41338008613.0,47654783852.0,50388460925.0,53851153447.0,58722323918.0,63767597194.0,68663649522.0,75620081928.0
Guam,GUM,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,3385000000.0,3560000000.0,3857000000.0,4197000000.0,4213000000.0,4375000000.0,4621000000.0,4781000000.0,4895000000.0,4928000000.0,5199000000.0,5336000000.0,5538000000.0,5710000000.0,5795000000.0,5851000000.0
Guyana,GUY,GDP (current US$),621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,1458453715.0,1740180444.0,1916994912.0,2061323854.0,2273225042.0,2576024116.0,2861562266.0,2987684170.0,3077643314.0,3197220339.0,3504024213.0,3555205811.0
High income,HIC,GDP (current US$),25848600000000.0,26075900000000.0,25645100000000.0,25748300000000.0,27045000000000.0,27591500000000.0,27330300000000.0,28482000000000.0,31926200000000.0,35535800000000.0,37581200000000.0,39693300000000.0,43405500000000.0,46137500000000.0,43275600000000.0,45356700000000.0,48961700000000.0,49016600000000.0,49610400000000.0,50691400000000.0,47886800000000.0,48882900000000.0,51038400000000.0
"Hong Kong SAR, China",HKG,GDP (current US$),144653000000.0,159717000000.0,177353000000.0,168886000000.0,165768000000.0,171668000000.0,169403000000.0,166349000000.0,161385000000.0,169100000000.0,181570000000.0,193536000000.0,211597000000.0,219280000000.0,214046000000.0,228638000000.0,248514000000.0,262629000000.0,275697000000.0,291459000000.0,309384000000.0,320861000000.0,341687000000.0
Honduras,HND,GDP (current US$),5347445005.0,5215028986.0,5737099650.0,6366340266.0,6414520530.0,7103507989.0,7565869928.0,7775078403.0,8140271081.0,8772146605.0,9672035709.0,10841742348.0,12275501784.0,13789715133.0,14587496229.0,15839344592.0,17710315006.0,18528601901.0,18499710128.0,19756494435.0,20979767785.0,21717622071.0,23100748922.0
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),132037000000.0,137979000000.0,144546000000.0,151913000000.0,151600000000.0,162903000000.0,155233000000.0,167013000000.0,190271000000.0,219237000000.0,249284000000.0,296816000000.0,355900000000.0,429551000000.0,431709000000.0,477009000000.0,533467000000.0,573628000000.0,639262000000.0,675761000000.0,663496000000.0,679870000000.0,755221000000.0
Croatia,HRV,GDP (current US$),22417450486.0,23710279342.0,23854803104.0,25467053259.0,23400480898.0,21669159308.0,23179799796.0,26815719603.0,34686547353.0,41594418574.0,45386757883.0,50454899071.0,60182977533.0,70288911413.0,62666161453.0,59807966533.0,62354235671.0,56494436183.0,58056951042.0,57642879510.0,49530656285.0,51596929180.0,55319620158.0
Haiti,HTI,GDP (current US$),2813313279.0,2907514523.0,3338938830.0,3723909227.0,4153736347.0,3953846311.0,3596443005.0,3472191962.0,2960306121.0,3537720277.0,4310358096.0,4756204070.0,5885325590.0,6548530572.0,6584649419.0,6622541529.0,7516834160.0,7890647022.0,8485077205.0,8775444942.0,8724656126.0,7970649131.0,8409497402.0
Hungary,HUN,GDP (current US$),46425677734.0,46658755152.0,47296952929.0,48706787306.0,49073380174.0,47218405892.0,53749989092.0,67608919144.0,85302003908.0,103960000000.0,112981000000.0,115577000000.0,139966000000.0,158136000000.0,130760000000.0,131136000000.0,141110000000.0,128154000000.0,135409000000.0,140559000000.0,124530000000.0,127507000000.0,141511000000.0
IBRD only,IBD,GDP (current US$),4889400000000.0,5343700000000.0,5657110000000.0,5502440000000.0,5341490000000.0,5804810000000.0,5890250000000.0,5983280000000.0,6736090000000.0,8014960000000.0,9585370000000.0,11368000000000.0,14131100000000.0,16963200000000.0,16461200000000.0,19991400000000.0,23618300000000.0,25107300000000.0,26535700000000.0,27404100000000.0,25869800000000.0,26021700000000.0,28650200000000.0
IDA & IBRD total,IBT,GDP (current US$),5245090000000.0,5734400000000.0,6062800000000.0,5912730000000.0,5761170000000.0,6262900000000.0,6344400000000.0,6472140000000.0,7286020000000.0,8661350000000.0,10337700000000.0,12287800000000.0,15211200000000.0,18260000000000.0,17729600000000.0,21461900000000.0,25296900000000.0,26921200000000.0,28525300000000.0,29544700000000.0,27965400000000.0,28076600000000.0,30812600000000.0
IDA total,IDA,GDP (current US$),356027000000.0,391165000000.0,405790000000.0,411164000000.0,421583000000.0,460256000000.0,456108000000.0,491486000000.0,552875000000.0,649777000000.0,755930000000.0,924594000000.0,1084920000000.0,1302650000000.0,1274450000000.0,1474690000000.0,1680960000000.0,1817760000000.0,1997060000000.0,2151980000000.0,2108490000000.0,2066130000000.0,2171470000000.0
IDA blend,IDB,GDP (current US$),158227000000.0,174905000000.0,179226000000.0,175947000000.0,183402000000.0,200555000000.0,201330000000.0,222642000000.0,250053000000.0,306065000000.0,367264000000.0,473936000000.0,547458000000.0,651562000000.0,608660000000.0,717963000000.0,831778000000.0,915790000000.0,994368000000.0,1079010000000.0,1024970000000.0,949706000000.0,942371000000.0
Indonesia,IDN,GDP (current US$),202132000000.0,227370000000.0,215749000000.0,95445547873.0,140001000000.0,165021000000.0,160447000000.0,195661000000.0,234772000000.0,256837000000.0,285869000000.0,364571000000.0,432217000000.0,510229000000.0,539580000000.0,755094000000.0,892969000000.0,917870000000.0,912524000000.0,890815000000.0,860854000000.0,931877000000.0,1015420000000.0
IDA only,IDX,GDP (current US$),196304000000.0,214514000000.0,224966000000.0,234144000000.0,236792000000.0,258153000000.0,253122000000.0,266794000000.0,300528000000.0,340649000000.0,384763000000.0,445138000000.0,531250000000.0,644299000000.0,661751000000.0,750819000000.0,841236000000.0,891844000000.0,992673000000.0,1061530000000.0,1075100000000.0,1113660000000.0,1231770000000.0
Isle of Man,IMN,GDP (current US$),914727080.6,1023086919.0,1180919719.0,1382548250.0,1567465657.0,1563667800.0,1659131244.0,1947332922.0,2328658228.0,2822358473.0,3032400000.0,3422651334.0,4466100440.0,5928601103.0,5487083658.0,5920177689.0,6566098382.0,6433357030.0,6754330155.0,7428280402.0,6792417112.0,6592627599.0,6770532819.0
India,IND,GDP (current US$),360282000000.0,392897000000.0,415868000000.0,421351000000.0,458820000000.0,468395000000.0,485441000000.0,514938000000.0,607699000000.0,709149000000.0,820382000000.0,940260000000.0,1216740000000.0,1198900000000.0,1341890000000.0,1675620000000.0,1823050000000.0,1827640000000.0,1856720000000.0,2039130000000.0,2103590000000.0,2290430000000.0,2652240000000.0
Not classified,INX,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,IRL,GDP (current US$),69222624369.0,75880630166.0,82826141595.0,90082051923.0,98692079267.0,99852958356.0,109135000000.0,127950000000.0,164285000000.0,193871000000.0,211649000000.0,232083000000.0,269918000000.0,275039000000.0,236316000000.0,222149000000.0,237472000000.0,224999000000.0,238544000000.0,258472000000.0,291500000000.0,300523000000.0,334834000000.0
"Iran, Islamic Rep.",IRN,GDP (current US$),96419225744.0,120404000000.0,113919000000.0,110277000000.0,113848000000.0,109592000000.0,126879000000.0,128627000000.0,153545000000.0,190043000000.0,226452000000.0,266299000000.0,349882000000.0,406071000000.0,414059000000.0,487070000000.0,583500000000.0,598853000000.0,467415000000.0,434475000000.0,385874000000.0,418977000000.0,454013000000.0
Iraq,IRQ,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36627901762.0,49954890353.0,65140293688.0,88840050497.0,131614000000.0,111661000000.0,138517000000.0,185750000000.0,218001000000.0,234638000000.0,234648000000.0,177499000000.0,174879000000.0,195473000000.0
Iceland,ISL,GDP (current US$),7134341218.0,7438183247.0,7580988916.0,8494094643.0,8971609106.0,9003639475.0,8205357164.0,9294651863.0,11414054861.0,13834751482.0,16812529924.0,17216417442.0,21514962937.0,17905251832.0,13164652894.0,13683689802.0,15158548597.0,14724078264.0,16033517529.0,17758089312.0,17344165907.0,20716024757.0,24489493459.0
Israel,ISR,GDP (current US$),100385000000.0,109996000000.0,114693000000.0,115933000000.0,117112000000.0,132343000000.0,130756000000.0,121124000000.0,126966000000.0,135477000000.0,142529000000.0,154034000000.0,178959000000.0,216105000000.0,207468000000.0,233996000000.0,261469000000.0,257180000000.0,292636000000.0,309558000000.0,299813000000.0,318951000000.0,353253000000.0
Italy,ITA,GDP (current US$),1174660000000.0,1312430000000.0,1241880000000.0,1270050000000.0,1252020000000.0,1143830000000.0,1167010000000.0,1270710000000.0,1574150000000.0,1803230000000.0,1857520000000.0,1947920000000.0,2210290000000.0,2398860000000.0,2191240000000.0,2134020000000.0,2291990000000.0,2087080000000.0,2141320000000.0,2159130000000.0,1835900000000.0,1875580000000.0,1956960000000.0
Jamaica,JAM,GDP (current US$),6538840170.0,7368000000.0,8375077443.0,8763219645.0,8851581633.0,8985352832.0,9178016493.0,9694169757.0,9399447609.0,10150978155.0,11204416000.0,11901911988.0,12827809965.0,13680482787.0,12067478478.0,13220556883.0,14444655300.0,14807086889.0,14262589158.0,13897804560.0,14187696311.0,14075894320.0,14806340821.0
Jordan,JOR,GDP (current US$),6821989155.0,7024203103.0,7347574048.0,8023356841.0,8263921016.0,8579280677.0,9101452750.0,9716868829.0,10338730606.0,11571424542.0,12765218618.0,15268053597.0,17350521862.0,22279907003.0,24154000000.0,26795901408.0,29244647887.0,31371056338.0,34064873239.0,36329267606.0,38043450704.0,39196676056.0,40708943662.0
Japan,JPN,GDP (current US$),5449120000000.0,4833710000000.0,4414730000000.0,4032510000000.0,4562080000000.0,4887520000000.0,4303540000000.0,4115120000000.0,4445660000000.0,4815150000000.0,4755410000000.0,4530380000000.0,4515260000000.0,5037910000000.0,5231380000000.0,5700100000000.0,6157460000000.0,6203210000000.0,5155720000000.0,4850410000000.0,4389480000000.0,4926670000000.0,4859950000000.0
Kazakhstan,KAZ,GDP (current US$),20374307047.0,21035357833.0,22165932063.0,22135245413.0,16870817135.0,18291990619.0,22152694162.0,24636593223.0,30833699703.0,43151647003.0,57123671734.0,81003884545.0,104850000000.0,133442000000.0,115309000000.0,148047000000.0,192627000000.0,207999000000.0,236635000000.0,221416000000.0,184388000000.0,137278000000.0,166806000000.0
Kenya,KEN,GDP (current US$),9046326060.0,12045858436.0,13115773738.0,14093998844.0,12896013577.0,12705357103.0,12986007426.0,13147743911.0,14904517650.0,16095337094.0,18737897745.0,25825524821.0,31958195182.0,35895153328.0,37021512049.0,40000088347.0,41953433591.0,50412754861.0,55096728048.0,61448046802.0,64007750179.0,69188755511.0,78757391333.0
Kyrgyz Republic,KGZ,GDP (current US$),1661018519.0,1827570586.0,1767864036.0,1645963750.0,1249061487.0,1369688498.0,1525116370.0,1605643105.0,1919008090.0,2211534585.0,2460248026.0,2834168889.0,3802566171.0,5139957785.0,4690062255.0,4794357795.0,6197766119.0,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,7702934800.0
Cambodia,KHM,GDP (current US$),3441205693.0,3506695720.0,3443413389.0,3120425503.0,3517242477.0,3677897739.0,3984000517.0,4284028483.0,4658246918.0,5337833248.0,6293046162.0,7274595707.0,8639235842.0,10351914093.0,10401851851.0,11242275199.0,12829541141.0,14054443213.0,15227991395.0,16702610842.0,18049954289.0,20159271965.0,22180376506.0
Kiribati,KIR,GDP (current US$),56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743.0,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873.0,185572501.5
St. Kitts and Nevis,KNA,GDP (current US$),313483370.4,333946111.1,374640307.0,383257146.0,406597041.5,433520483.4,475443703.0,497328958.6,486344344.3,529250444.4,577730925.9,657227370.4,723938703.7,793368444.4,767066407.4,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4
"Korea, Rep.",KOR,GDP (current US$),556131000000.0,598099000000.0,557503000000.0,374241000000.0,485248000000.0,561633000000.0,533052000000.0,609020000000.0,680521000000.0,764881000000.0,898137000000.0,1011800000000.0,1122680000000.0,1002220000000.0,901935000000.0,1094500000000.0,1202460000000.0,1222810000000.0,1305600000000.0,1411330000000.0,1382760000000.0,1414800000000.0,1530750000000.0
Kuwait,KWT,GDP (current US$),27191353887.0,31493319973.0,30355093966.0,25939960630.0,30123850197.0,37712842243.0,34887512227.0,38137545245.0,47876510067.0,59439090601.0,80798630137.0,101549000000.0,114640000000.0,147395000000.0,105963000000.0,115419000000.0,154028000000.0,174070000000.0,174161000000.0,162632000000.0,114567000000.0,109420000000.0,120708000000.0
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),1755360000000.0,1902760000000.0,2085060000000.0,2099480000000.0,1877180000000.0,2082500000000.0,2033380000000.0,1809030000000.0,1841470000000.0,2118650000000.0,2574880000000.0,3022670000000.0,3585500000000.0,4197870000000.0,3933610000000.0,4904590000000.0,5585030000000.0,5621670000000.0,5748600000000.0,5883880000000.0,4999740000000.0,4861580000000.0,5409560000000.0
Lao PDR,LAO,GDP (current US$),1763536305.0,1873671550.0,1747011857.0,1280177839.0,1454430642.0,1731198022.0,1768619058.0,1758176653.0,2023324407.0,2366398120.0,2735558726.0,3452882514.0,4222962988.0,5443915121.0,5832915387.0,7127792630.0,8749241114.0,10191350120.0,11942230508.0,13268458232.0,14390442307.0,15805692546.0,16853087485.0
Lebanon,LBN,GDP (current US$),11718795528.0,13690217333.0,15751867489.0,17247179006.0,17391056369.0,17260364842.0,17649751244.0,19152238806.0,20082918740.0,21145518600.0,21489962080.0,22048664306.0,24873482492.0,29227542760.0,35477299024.0,38419626534.0,40075674295.0,44230727695.0,46866579768.0,48296099502.0,49973893201.0,51239050083.0,53393799668.0
Liberia,LBR,GDP (current US$),0.0,0.0,0.0,0.0,0.0,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2721000000.0,3067000000.0,3144000000.0,3177000000.0,3277826000.0,3285455000.0
Libya,LBY,GDP (current US$),25544128199.0,27884615385.0,30698633109.0,27249786142.0,35976714101.0,38270206950.0,34110064452.0,20481889764.0,26265625000.0,33122307692.0,47334148578.0,54961936663.0,67516236338.0,87140405361.0,63028320702.0,74773444901.0,34699395524.0,81873662519.0,65502870174.0,41142722414.0,27842131480.0,26197143268.0,37881431913.0
St. Lucia,LCA,GDP (current US$),682370000.0,705672777.8,721068259.3,784752481.5,824732888.9,834327296.3,798333814.8,805069148.1,883314333.3,954317407.4,1015934667.0,1134567222.0,1279428222.0,1286720333.0,1278745519.0,1399203481.0,1444269667.0,1440016852.0,1483814333.0,1559072148.0,1659110889.0,1701596815.0,1816728741.0
Latin America & Caribbean,LCN,GDP (current US$),1920760000000.0,2078450000000.0,2278600000000.0,2299260000000.0,2074490000000.0,2288270000000.0,2238820000000.0,2008890000000.0,2052390000000.0,2365340000000.0,2859770000000.0,3352770000000.0,3949510000000.0,4589750000000.0,4313430000000.0,5347670000000.0,6080410000000.0,6143220000000.0,6295120000000.0,6417680000000.0,5521480000000.0,5393580000000.0,5977170000000.0
Least developed countries: UN classification,LDC,GDP (current US$),155962000000.0,171849000000.0,181616000000.0,185935000000.0,187830000000.0,212626000000.0,202675000000.0,220133000000.0,249857000000.0,287361000000.0,337499000000.0,395297000000.0,474836000000.0,589225000000.0,588201000000.0,674399000000.0,772753000000.0,829466000000.0,900877000000.0,973529000000.0,962500000000.0,972658000000.0,1091680000000.0
Low income,LIC,GDP (current US$),89693612817.0,102049000000.0,107592000000.0,114678000000.0,115974000000.0,138197000000.0,129523000000.0,137876000000.0,149853000000.0,172519000000.0,197810000000.0,222957000000.0,269645000000.0,329703000000.0,338446000000.0,370612000000.0,413140000000.0,451250000000.0,497213000000.0,528351000000.0,520118000000.0,508652000000.0,542716000000.0
Liechtenstein,LIE,GDP (current US$),2428461395.0,2504033252.0,2298410391.0,2479721341.0,2664026095.0,2483953103.0,2491822707.0,2688630823.0,3070691320.0,3454362686.0,3659251526.0,4000239273.0,4601299567.0,5081432924.0,4504549214.0,5082366478.0,5739977477.0,5456009385.0,6391735894.0,6657170923.0,6268391521.0,6214633651.0,0.0
Sri Lanka,LKA,GDP (current US$),13029697561.0,13897738375.0,15091913884.0,15794972847.0,15656327860.0,16330814180.0,15749753805.0,16536535647.0,18881765437.0,20662525941.0,24405791045.0,28279814925.0,32350248411.0,40713812310.0,42066217872.0,56725749222.0,65292753005.0,68434409315.0,74317806538.0,79356449841.0,80604080689.0,82401038710.0,88019706804.0
Lower middle income,LMC,GDP (current US$),1111270000000.0,1217590000000.0,1255080000000.0,1130990000000.0,1230840000000.0,1292330000000.0,1309400000000.0,1412950000000.0,1621450000000.0,1861100000000.0,2157990000000.0,2592230000000.0,3176990000000.0,3559930000000.0,3645470000000.0,4469300000000.0,5050020000000.0,5299100000000.0,5533460000000.0,5827280000000.0,5784610000000.0,6024400000000.0,6521840000000.0
Low & middle income,LMY,GDP (current US$),5009030000000.0,5467630000000.0,5786400000000.0,5620450000000.0,5484850000000.0,5985820000000.0,6055900000000.0,6181170000000.0,6964290000000.0,8269910000000.0,9865710000000.0,11745100000000.0,14553700000000.0,17470000000000.0,17056200000000.0,20698300000000.0,24440300000000.0,26081100000000.0,27641600000000.0,28658100000000.0,27180000000000.0,27292800000000.0,29943400000000.0
Lesotho,LSO,GDP (current US$),1001889857.0,946123275.9,997996028.6,928458206.0,912771290.6,887295267.9,825706961.2,775780697.7,1157832935.0,1511236656.0,1682350935.0,1800105590.0,1716262753.0,1758534995.0,1773199523.0,2394600945.0,2792049477.0,2677545056.0,2533992455.0,2608269552.0,2289799040.0,2314323471.0,2565352373.0
Late-demographic dividend,LTE,GDP (current US$),3017500000000.0,3326640000000.0,3482510000000.0,3352630000000.0,3097580000000.0,3402270000000.0,3516240000000.0,3724850000000.0,4245180000000.0,5104710000000.0,6163030000000.0,7438040000000.0,9371490000000.0,11651100000000.0,11260100000000.0,13505500000000.0,16463100000000.0,17609900000000.0,18983500000000.0,19663500000000.0,18424200000000.0,18424500000000.0,20366900000000.0
Lithuania,LTU,GDP (current US$),7870782261.0,8385109020.0,10120274493.0,11240360898.0,10972878636.0,11539211480.0,12252498921.0,14278357284.0,18802576988.0,22649930576.0,26125575942.0,30216060233.0,39738180077.0,47850551149.0,37440673478.0,37024718365.0,43419061504.0,42826586830.0,46450990764.0,48485169331.0,41392396558.0,43021972485.0,47632961168.0
Luxembourg,LUX,GDP (current US$),21588170498.0,21776609772.0,19731912494.0,20209122027.0,22235929043.0,21263514833.0,21272418792.0,23616328816.0,29557325056.0,34685281848.0,37347394603.0,42414308117.0,50888134410.0,55849686539.0,51370543206.0,53212476812.0,60004630234.0,56677961787.0,61739352212.0,66103853237.0,57744457955.0,60691483443.0,64023412340.0
Latvia,LVA,GDP (current US$),5770516258.0,5952007402.0,6508472054.0,7145882283.0,7518044679.0,7934206257.0,8334748153.0,9529948840.0,11731703358.0,14355307662.0,16909366521.0,21436812139.0,30897981124.0,35657998831.0,26250900751.0,23796118301.0,28246551197.0,28170812352.0,30276485436.0,31382780146.0,27090019663.0,27734140217.0,30198231776.0
"Macao SAR, China",MAC,GDP (current US$),6996034037.0,7122539667.0,7211264780.0,6742367273.0,6490571704.0,6720492406.0,6811227983.0,7322677820.0,8195033162.0,10585624891.0,12092222042.0,14789661809.0,18340447243.0,20917444920.0,21475520709.0,28123640999.0,36709860068.0,43031577366.0,51552075902.0,55347998648.0,45361678147.0,45387299721.0,50751059058.0
St. Martin (French part),MAF,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,MAR,GDP (current US$),39030285468.0,43161452678.0,39147844526.0,41806219379.0,41632027600.0,38857251336.0,39459581217.0,42236836821.0,52064058834.0,59626020162.0,62343022651.0,68640825481.0,79041294874.0,92507257784.0,92897320376.0,93216746662.0,101370000000.0,98266306615.0,106826000000.0,110081000000.0,101180000000.0,103312000000.0,109714000000.0
Monaco,MCO,GDP (current US$),3130270895.0,3137848801.0,2840182221.0,2934578821.0,2906009308.0,2647883816.0,2671424966.0,2905840862.0,3589126975.0,4110169853.0,4203084194.0,4582988333.0,5867916781.0,6476490406.0,5451653237.0,5362649007.0,6080344732.0,5743029680.0,6553372278.0,7060236168.0,6258844405.0,6468694690.0,6415370746.0
Moldova,MDA,GDP (current US$),1752979926.0,1695122174.0,1930081169.0,1698717505.0,1170782957.0,1288429392.0,1480673594.0,1661818168.0,1980907435.0,2598249556.0,2988348836.0,3408244549.0,4401189466.0,6054849885.0,5439422031.0,6974960426.0,8414360571.0,8709165249.0,9496684622.0,9510219299.0,7745231660.0,8071480541.0,9669759987.0
Madagascar,MDG,GDP (current US$),3159901232.0,3995028593.0,3545776697.0,3738704468.0,3717515283.0,3877673539.0,4529575348.0,4397254608.0,5474030080.0,4363934494.0,5039293031.0,5515884349.0,8524620739.0,10725137931.0,9616879571.0,9982711338.0,11551819618.0,11578974888.0,12423555269.0,12522957228.0,11323020829.0,11848613735.0,13176313594.0
Maldives,MDV,GDP (current US$),398988955.0,450382328.0,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250.0,1052121055.0,1226829563.0,1163362438.0,1575200391.0,1868383461.0,2271646188.0,2345294875.0,2588176055.0,2774351760.0,2886170572.0,3295011382.0,3697351597.0,4109424800.0,4379136462.0,4735989972.0
Middle East & North Africa,MEA,GDP (current US$),708669000000.0,802343000000.0,832628000000.0,809311000000.0,866777000000.0,966989000000.0,970608000000.0,966761000000.0,1089160000000.0,1271440000000.0,1530490000000.0,1791410000000.0,2124110000000.0,2648340000000.0,2368580000000.0,2768610000000.0,3282460000000.0,3575830000000.0,3553850000000.0,3569360000000.0,3145920000000.0,3154100000000.0,3273130000000.0
Mexico,MEX,GDP (current US$),360074000000.0,410976000000.0,500413000000.0,526502000000.0,600233000000.0,707907000000.0,756706000000.0,772106000000.0,729336000000.0,782241000000.0,877476000000.0,975387000000.0,1052700000000.0,1109990000000.0,900045000000.0,1057800000000.0,1180490000000.0,1201090000000.0,1274440000000.0,1314560000000.0,1170560000000.0,1077900000000.0,1157740000000.0
Marshall Islands,MHL,GDP (current US$),120230000.0,110858000.0,110705600.0,112279400.0,114326300.0,115347500.0,122824000.0,131738200.0,131398500.0,133806400.0,141922500.0,145474100.0,153884600.0,153135800.0,151772600.0,162164700.0,174332100.0,182874800.0,187707400.0,184689500.0,184599600.0,200558400.0,212881000.0
